"ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALKWH","AVERAGEKWH"
"94512",1,2020,"Elec- Commercial","Y",0,0,NA
"94512",3,2020,"Elec- Commercial","Y",0,0,NA
"94513",2,2020,"Elec- Commercial","N",1237,6931409,5603
"94514",1,2020,"Elec- Commercial","Y",0,0,NA
"94514",3,2020,"Elec- Commercial","Y",0,0,NA
"94515",2,2020,"Elec- Commercial","Y",835,3576957,4284
"94517",1,2020,"Elec- Commercial","Y",0,0,NA
"94517",3,2020,"Elec- Commercial","Y",0,0,NA
"94518",2,2020,"Elec- Commercial","Y",0,0,NA
"94519",1,2020,"Elec- Commercial","Y",0,0,NA
"94519",3,2020,"Elec- Commercial","Y",0,0,NA
"94520",2,2020,"Elec- Commercial","N",1862,16327881,8769
"94521",1,2020,"Elec- Commercial","Y",0,0,NA
"94521",3,2020,"Elec- Commercial","Y",0,0,NA
"94523",2,2020,"Elec- Commercial","Y",0,0,NA
"94525",1,2020,"Elec- Commercial","Y",0,0,NA
"94525",3,2020,"Elec- Commercial","Y",0,0,NA
"94526",2,2020,"Elec- Commercial","Y",0,0,NA
"94528",1,2020,"Elec- Commercial","Y",0,0,NA
"94528",3,2020,"Elec- Commercial","Y",0,0,NA
"94530",2,2020,"Elec- Commercial","N",553,2653189,4798
"94531",1,2020,"Elec- Commercial","N",375,3738430,9969
"94531",3,2020,"Elec- Commercial","N",371,3065549,8263
"94533",2,2020,"Elec- Commercial","Y",1594,11528082,7232
"94534",1,2020,"Elec- Commercial","N",659,6840329,10380
"94534",3,2020,"Elec- Commercial","N",660,6007035,9102
"94535",2,2020,"Elec- Commercial","Y",0,0,NA
"94536",1,2020,"Elec- Commercial","N",855,4578354,5355
"94536",3,2020,"Elec- Commercial","N",853,4366797,5119
"94538",2,2020,"Elec- Commercial","N",2716,36458439,13424
"94539",1,2020,"Elec- Commercial","Y",1199,11562636,9644
"94539",3,2020,"Elec- Commercial","Y",1195,10725789,8976
"94541",2,2020,"Elec- Commercial","Y",0,0,NA
"94542",1,2020,"Elec- Commercial","Y",0,0,NA
"94542",3,2020,"Elec- Commercial","Y",0,0,NA
"94544",2,2020,"Elec- Commercial","Y",0,0,NA
"94545",1,2020,"Elec- Commercial","Y",7330,84503669,11528
"94545",3,2020,"Elec- Commercial","N",2180,22103684,10139
"94546",2,2020,"Elec- Commercial","N",781,3235718,4143
"94547",1,2020,"Elec- Commercial","Y",0,0,NA
"94547",3,2020,"Elec- Commercial","Y",0,0,NA
"94548",2,2020,"Elec- Commercial","Y",0,0,NA
"94549",1,2020,"Elec- Commercial","N",689,3386409,4915
"94549",3,2020,"Elec- Commercial","N",687,2871608,4180
"94550",2,2020,"Elec- Commercial","N",1324,9018281,6811
"94551",1,2020,"Elec- Commercial","Y",1680,15701357,9346
"94551",3,2020,"Elec- Commercial","Y",1675,13634536,8140
"94552",2,2020,"Elec- Commercial","Y",0,0,NA
"94553",1,2020,"Elec- Commercial","Y",2371,18096106,7632
"94553",3,2020,"Elec- Commercial","Y",2240,15625109,6975
"94555",2,2020,"Elec- Commercial","Y",0,0,NA
"94556",1,2020,"Elec- Commercial","N",226,1343675,5945
"94556",3,2020,"Elec- Commercial","N",227,1137519,5011
"94558",2,2020,"Elec- Commercial","Y",2036,15206880,7469
"94559",1,2020,"Elec- Commercial","N",1104,6819205,6177
"94559",3,2020,"Elec- Commercial","N",1097,5802050,5289
"94560",2,2020,"Elec- Commercial","Y",1355,19357600,14286
"94561",1,2020,"Elec- Commercial","Y",446,2669539,5986
"94561",3,2020,"Elec- Commercial","Y",448,2283332,5097
"94563",2,2020,"Elec- Commercial","N",321,1503665,4684
"94564",1,2020,"Elec- Commercial","Y",663,5947409,8970
"94564",3,2020,"Elec- Commercial","Y",781,5894049,7547
"94565",2,2020,"Elec- Commercial","Y",2438,18955402,7775
"94566",1,2020,"Elec- Commercial","N",1272,6845969,5382
"94566",3,2020,"Elec- Commercial","N",1265,5785802,4574
"94567",2,2020,"Elec- Commercial","Y",0,0,NA
"94568",1,2020,"Elec- Commercial","Y",3100,31963656,10311
"94568",3,2020,"Elec- Commercial","Y",3094,27433254,8867
"94569",2,2020,"Elec- Commercial","Y",0,0,NA
"94571",1,2020,"Elec- Commercial","Y",450,2056081,4569
"94571",3,2020,"Elec- Commercial","Y",448,1832106,4090
"94572",2,2020,"Elec- Commercial","Y",0,0,NA
"94574",1,2020,"Elec- Commercial","N",661,5324648,8055
"94574",3,2020,"Elec- Commercial","N",658,4598824,6989
"94576",2,2020,"Elec- Commercial","Y",0,0,NA
"94577",1,2020,"Elec- Commercial","N",2060,16498616,8009
"94577",3,2020,"Elec- Commercial","N",2053,14615904,7119
"94578",2,2020,"Elec- Commercial","Y",0,0,NA
"94579",1,2020,"Elec- Commercial","Y",0,0,NA
"94579",3,2020,"Elec- Commercial","Y",0,0,NA
"94580",2,2020,"Elec- Commercial","Y",0,0,NA
"94582",1,2020,"Elec- Commercial","Y",0,0,NA
"94582",3,2020,"Elec- Commercial","Y",0,0,NA
"94583",2,2020,"Elec- Commercial","Y",0,0,NA
"94585",1,2020,"Elec- Commercial","N",548,2882717,5260
"94585",3,2020,"Elec- Commercial","N",547,2787577,5096
"94586",2,2020,"Elec- Commercial","Y",0,0,NA
"94587",1,2020,"Elec- Commercial","Y",0,0,NA
"94587",3,2020,"Elec- Commercial","Y",0,0,NA
"94588",2,2020,"Elec- Commercial","N",1011,17239950,17052
"94589",1,2020,"Elec- Commercial","Y",307,3215151,10473
"94589",3,2020,"Elec- Commercial","Y",604,7508424,12431
"94590",2,2020,"Elec- Commercial","N",1261,5436960,4312
"94591",1,2020,"Elec- Commercial","N",519,4150192,7997
"94591",3,2020,"Elec- Commercial","N",516,3663830,7100
"94592",2,2020,"Elec- Commercial","Y",0,0,NA
"94595",1,2020,"Elec- Commercial","Y",0,0,NA
"94595",3,2020,"Elec- Commercial","Y",0,0,NA
"94596",2,2020,"Elec- Commercial","Y",1245,13175133,10582
"94597",1,2020,"Elec- Commercial","N",381,3443260,9037
"94597",3,2020,"Elec- Commercial","N",381,3085291,8098
"94598",2,2020,"Elec- Commercial","N",451,5391113,11954
"94599",1,2020,"Elec- Commercial","Y",0,0,NA
"94599",3,2020,"Elec- Commercial","Y",0,0,NA
"94601",2,2020,"Elec- Commercial","Y",3682,29979675,8142
"94602",1,2020,"Elec- Commercial","Y",688,3388803,4926
"94602",3,2020,"Elec- Commercial","Y",0,0,NA
"94603",2,2020,"Elec- Commercial","N",372,3502108,9414
"94605",1,2020,"Elec- Commercial","N",517,3489944,6750
"94605",3,2020,"Elec- Commercial","Y",831,4830013,5812
"94606",2,2020,"Elec- Commercial","Y",0,0,NA
"94607",1,2020,"Elec- Commercial","N",1690,16051937,9498
"94607",3,2020,"Elec- Commercial","Y",1690,14592199,8634
"94608",2,2020,"Elec- Commercial","Y",1779,15637210,8790
"94609",1,2020,"Elec- Commercial","Y",0,0,NA
"94609",3,2020,"Elec- Commercial","Y",0,0,NA
"94610",2,2020,"Elec- Commercial","Y",0,0,NA
"94611",1,2020,"Elec- Commercial","N",721,4311434,5980
"94611",3,2020,"Elec- Commercial","N",725,3771413,5202
"94612",2,2020,"Elec- Commercial","Y",0,0,NA
"94613",1,2020,"Elec- Commercial","Y",0,0,NA
"94613",3,2020,"Elec- Commercial","Y",0,0,NA
"94618",2,2020,"Elec- Commercial","N",377,1639266,4348
"94619",1,2020,"Elec- Commercial","Y",0,0,NA
"94619",3,2020,"Elec- Commercial","Y",0,0,NA
"94621",2,2020,"Elec- Commercial","Y",833,10933359,13125
"94702",1,2020,"Elec- Commercial","Y",755,2515803,3332
"94702",3,2020,"Elec- Commercial","Y",748,2157731,2885
"94703",2,2020,"Elec- Commercial","Y",0,0,NA
"94704",1,2020,"Elec- Commercial","Y",1362,7879882,5786
"94704",3,2020,"Elec- Commercial","Y",1353,6921809,5116
"94705",2,2020,"Elec- Commercial","Y",0,0,NA
"94706",1,2020,"Elec- Commercial","Y",807,2696753,3342
"94706",3,2020,"Elec- Commercial","Y",807,2365444,2931
"94707",2,2020,"Elec- Commercial","Y",0,0,NA
"94708",1,2020,"Elec- Commercial","Y",0,0,NA
"94708",3,2020,"Elec- Commercial","Y",0,0,NA
"94709",2,2020,"Elec- Commercial","Y",369,1429849,3875
"94710",1,2020,"Elec- Commercial","N",1082,7994877,7389
"94710",3,2020,"Elec- Commercial","N",1078,7107075,6593
"94720",2,2020,"Elec- Commercial","Y",0,0,NA
"94801",1,2020,"Elec- Commercial","N",594,5298516,8920
"94801",3,2020,"Elec- Commercial","N",597,4628324,7753
"94803",2,2020,"Elec- Commercial","N",374,1036433,2771
"94804",1,2020,"Elec- Commercial","N",958,10502023,10962
"94804",3,2020,"Elec- Commercial","N",956,9304625,9733
"94805",2,2020,"Elec- Commercial","N",303,784945,2591
"94806",1,2020,"Elec- Commercial","N",805,7414300,9210
"94806",3,2020,"Elec- Commercial","N",800,6303677,7880
"94901",2,2020,"Elec- Commercial","N",1987,8713670,4385
"94903",1,2020,"Elec- Commercial","Y",0,0,NA
"94903",3,2020,"Elec- Commercial","Y",0,0,NA
"94904",2,2020,"Elec- Commercial","Y",0,0,NA
"94920",1,2020,"Elec- Commercial","N",247,1154260,4673
"94920",3,2020,"Elec- Commercial","N",246,981679,3991
"94922",2,2020,"Elec- Commercial","Y",0,0,NA
"94923",1,2020,"Elec- Commercial","Y",0,0,NA
"94923",3,2020,"Elec- Commercial","Y",118,557868,4728
"94924",2,2020,"Elec- Commercial","Y",166,512169,3085
"94925",1,2020,"Elec- Commercial","N",376,3034912,8072
"94925",3,2020,"Elec- Commercial","N",373,2520313,6757
"94928",2,2020,"Elec- Commercial","Y",1072,6930092,6465
"94929",1,2020,"Elec- Commercial","Y",0,0,NA
"94929",3,2020,"Elec- Commercial","Y",0,0,NA
"94930",2,2020,"Elec- Commercial","Y",0,0,NA
"94931",1,2020,"Elec- Commercial","N",454,1402298,3089
"94931",3,2020,"Elec- Commercial","N",454,1247371,2748
"94933",2,2020,"Elec- Commercial","Y",0,0,NA
"94937",1,2020,"Elec- Commercial","N",48,92379,1925
"94937",3,2020,"Elec- Commercial","N",49,76524,1562
"94938",2,2020,"Elec- Commercial","Y",0,0,NA
"94939",1,2020,"Elec- Commercial","Y",568,3538825,6230
"94939",3,2020,"Elec- Commercial","Y",572,3036891,5309
"94940",2,2020,"Elec- Commercial","Y",0,0,NA
"94941",1,2020,"Elec- Commercial","N",753,3883484,5157
"94941",3,2020,"Elec- Commercial","N",750,3281941,4376
"94945",2,2020,"Elec- Commercial","N",663,4795279,7233
"94946",1,2020,"Elec- Commercial","Y",0,0,NA
"94946",3,2020,"Elec- Commercial","Y",0,0,NA
"94947",2,2020,"Elec- Commercial","Y",401,1892894,4720
"94949",1,2020,"Elec- Commercial","Y",1496,10548791,7051
"94949",3,2020,"Elec- Commercial","Y",1489,9117439,6123
"94951",2,2020,"Elec- Commercial","Y",0,0,NA
"94952",1,2020,"Elec- Commercial","Y",1836,8050033,4385
"94952",3,2020,"Elec- Commercial","Y",1636,5931674,3626
"94954",2,2020,"Elec- Commercial","N",963,9764318,10139
"94956",1,2020,"Elec- Commercial","Y",126,360201,2859
"94956",3,2020,"Elec- Commercial","Y",291,852935,2931
"94960",2,2020,"Elec- Commercial","N",415,1085248,2615
"94963",1,2020,"Elec- Commercial","Y",0,0,NA
"94963",3,2020,"Elec- Commercial","Y",0,0,NA
"94964",2,2020,"Elec- Commercial","Y",0,0,NA
"94965",1,2020,"Elec- Commercial","N",589,3105965,5273
"94965",3,2020,"Elec- Commercial","N",589,2582806,4385
"94970",2,2020,"Elec- Commercial","Y",0,0,NA
"94971",1,2020,"Elec- Commercial","Y",0,0,NA
"94971",3,2020,"Elec- Commercial","Y",0,0,NA
"94972",2,2020,"Elec- Commercial","Y",0,0,NA
"94973",1,2020,"Elec- Commercial","Y",0,0,NA
"94973",3,2020,"Elec- Commercial","Y",0,0,NA
"95002",2,2020,"Elec- Commercial","Y",0,0,NA
"95003",1,2020,"Elec- Commercial","N",528,1934359,3664
"95003",3,2020,"Elec- Commercial","N",532,1697501,3191
"95004",2,2020,"Elec- Commercial","Y",0,0,NA
"95005",1,2020,"Elec- Commercial","Y",0,0,NA
"95005",3,2020,"Elec- Commercial","Y",0,0,NA
"95006",2,2020,"Elec- Commercial","Y",303,756528,2497
"95008",1,2020,"Elec- Commercial","N",1789,10064721,5626
"95008",3,2020,"Elec- Commercial","N",1789,8867427,4957
"95010",2,2020,"Elec- Commercial","N",566,2659840,4699
"95012",1,2020,"Elec- Commercial","Y",0,0,NA
"95012",3,2020,"Elec- Commercial","Y",402,2101107,5227
"95013",2,2020,"Elec- Commercial","Y",0,0,NA
"95014",1,2020,"Elec- Commercial","Y",5765,52104699,9038
"95014",3,2020,"Elec- Commercial","Y",6115,48717887,7967
"95017",2,2020,"Elec- Commercial","Y",0,0,NA
"95018",1,2020,"Elec- Commercial","Y",275,1214650,4417
"95018",3,2020,"Elec- Commercial","Y",275,1137296,4136
"95019",2,2020,"Elec- Commercial","Y",0,0,NA
"95020",1,2020,"Elec- Commercial","Y",6344,12580376,1983
"95020",3,2020,"Elec- Commercial","Y",6345,4839059,763
"95023",2,2020,"Elec- Commercial","Y",0,0,NA
"95030",1,2020,"Elec- Commercial","N",684,2803596,4099
"95030",3,2020,"Elec- Commercial","N",681,2345730,3445
"95032",2,2020,"Elec- Commercial","N",696,6173491,8870
"95033",1,2020,"Elec- Commercial","Y",0,0,NA
"95033",3,2020,"Elec- Commercial","Y",0,0,NA
"95035",2,2020,"Elec- Commercial","N",1977,25715321,13007
"95037",1,2020,"Elec- Commercial","Y",1793,12662443,7062
"95037",3,2020,"Elec- Commercial","Y",1783,10946253,6139
"95039",2,2020,"Elec- Commercial","Y",0,0,NA
"95043",1,2020,"Elec- Commercial","Y",0,0,NA
"95043",3,2020,"Elec- Commercial","Y",0,0,NA
"95045",2,2020,"Elec- Commercial","Y",0,0,NA
"95046",1,2020,"Elec- Commercial","Y",0,0,NA
"95046",3,2020,"Elec- Commercial","Y",0,0,NA
"95050",2,2020,"Elec- Commercial","Y",0,0,NA
"95051",1,2020,"Elec- Commercial","Y",0,0,NA
"95051",3,2020,"Elec- Commercial","Y",0,0,NA
"95054",2,2020,"Elec- Commercial","Y",0,0,NA
"95060",1,2020,"Elec- Commercial","Y",1615,9901243,6131
"95060",3,2020,"Elec- Commercial","Y",1616,8724456,5399
"95062",2,2020,"Elec- Commercial","N",916,3117260,3403
"95064",1,2020,"Elec- Commercial","Y",0,0,NA
"95064",3,2020,"Elec- Commercial","Y",0,0,NA
"95065",2,2020,"Elec- Commercial","Y",0,0,NA
"95066",1,2020,"Elec- Commercial","N",547,4348116,7949
"95066",3,2020,"Elec- Commercial","N",548,3921830,7157
"95070",2,2020,"Elec- Commercial","Y",0,0,NA
"95073",1,2020,"Elec- Commercial","Y",682,2841068,4166
"95073",3,2020,"Elec- Commercial","Y",683,2489037,3644
"95076",2,2020,"Elec- Commercial","Y",2046,10545106,5154
"95110",1,2020,"Elec- Commercial","Y",633,12796835,20216
"95110",3,2020,"Elec- Commercial","Y",635,11509080,18125
"95111",2,2020,"Elec- Commercial","N",705,3174210,4502
"95112",1,2020,"Elec- Commercial","N",2471,20940684,8475
"95112",3,2020,"Elec- Commercial","N",2469,18476384,7483
"95113",2,2020,"Elec- Commercial","Y",377,7945990,21077
"95116",1,2020,"Elec- Commercial","N",774,3189261,4120
"95116",3,2020,"Elec- Commercial","N",779,2821253,3622
"95117",2,2020,"Elec- Commercial","Y",0,0,NA
"95118",1,2020,"Elec- Commercial","Y",0,0,NA
"95118",3,2020,"Elec- Commercial","Y",0,0,NA
"95119",2,2020,"Elec- Commercial","N",304,4494992,14786
"95120",1,2020,"Elec- Commercial","Y",0,0,NA
"95120",3,2020,"Elec- Commercial","Y",293,1471686,5023
"95121",2,2020,"Elec- Commercial","N",360,2216210,6156
"95122",1,2020,"Elec- Commercial","N",860,6633196,7713
"95122",3,2020,"Elec- Commercial","N",866,5487787,6337
"95123",2,2020,"Elec- Commercial","N",876,5696928,6503
"95124",1,2020,"Elec- Commercial","Y",1094,9771061,8931
"95124",3,2020,"Elec- Commercial","Y",1090,8344876,7656
"95125",2,2020,"Elec- Commercial","N",1307,7348401,5622
"95126",1,2020,"Elec- Commercial","N",930,6776424,7286
"95126",3,2020,"Elec- Commercial","N",929,5962337,6418
"95127",2,2020,"Elec- Commercial","N",514,3057795,5949
"95128",1,2020,"Elec- Commercial","Y",1217,11670261,9589
"95128",3,2020,"Elec- Commercial","Y",1215,10399688,8559
"95129",2,2020,"Elec- Commercial","Y",0,0,NA
"95130",1,2020,"Elec- Commercial","N",89,647657,7277
"95130",3,2020,"Elec- Commercial","N",89,511062,5742
"95131",2,2020,"Elec- Commercial","N",1508,23903037,15851
"95132",1,2020,"Elec- Commercial","N",297,1797418,6052
"95132",3,2020,"Elec- Commercial","N",296,1512498,5110
"95133",2,2020,"Elec- Commercial","N",490,3745864,7645
"95134",1,2020,"Elec- Commercial","Y",442,24083948,54489
"95134",3,2020,"Elec- Commercial","Y",444,21823341,49152
"95135",2,2020,"Elec- Commercial","N",149,1195818,8026
"95136",1,2020,"Elec- Commercial","N",321,3200967,9972
"95136",3,2020,"Elec- Commercial","N",320,2786955,8709
"95138",2,2020,"Elec- Commercial","N",233,5042521,21642
"95139",1,2020,"Elec- Commercial","Y",96,543491,5661
"95139",3,2020,"Elec- Commercial","Y",0,0,NA
"95140",2,2020,"Elec- Commercial","Y",0,0,NA
"95141",1,2020,"Elec- Commercial","Y",0,0,NA
"95141",3,2020,"Elec- Commercial","Y",0,0,NA
"95148",2,2020,"Elec- Commercial","Y",217,1650876,7608
"95192",1,2020,"Elec- Commercial","Y",0,0,NA
"95192",3,2020,"Elec- Commercial","Y",0,0,NA
"95202",2,2020,"Elec- Commercial","Y",0,0,NA
"95203",1,2020,"Elec- Commercial","N",458,4326221,9446
"95203",3,2020,"Elec- Commercial","N",458,4056856,8858
"95204",2,2020,"Elec- Commercial","N",627,2516544,4014
"95205",1,2020,"Elec- Commercial","Y",1844,11593485,6287
"95205",3,2020,"Elec- Commercial","Y",1848,10651473,5764
"95206",2,2020,"Elec- Commercial","N",906,12299000,13575
"95207",1,2020,"Elec- Commercial","N",1260,7713905,6122
"95207",3,2020,"Elec- Commercial","N",1260,6726158,5338
"95209",2,2020,"Elec- Commercial","Y",0,0,NA
"95210",1,2020,"Elec- Commercial","Y",899,6827524,7595
"95210",3,2020,"Elec- Commercial","N",604,4243215,7025
"95212",2,2020,"Elec- Commercial","N",250,2005093,8020
"95215",1,2020,"Elec- Commercial","N",740,6766332,9144
"95215",3,2020,"Elec- Commercial","N",738,5696773,7719
"95219",2,2020,"Elec- Commercial","N",456,3802220,8338
"95220",1,2020,"Elec- Commercial","Y",386,1682259,4358
"95220",3,2020,"Elec- Commercial","Y",384,1523294,3967
"95222",2,2020,"Elec- Commercial","Y",541,2054357,3797
"95223",1,2020,"Elec- Commercial","Y",1191,4700157,3946
"95223",3,2020,"Elec- Commercial","Y",0,0,NA
"95225",2,2020,"Elec- Commercial","N",43,38509,896
"95228",2,2020,"Elec- Commercial","Y",0,0,NA
"95230",1,2020,"Elec- Commercial","Y",0,0,NA
"95230",3,2020,"Elec- Commercial","Y",0,0,NA
"95231",2,2020,"Elec- Commercial","Y",0,0,NA
"95232",1,2020,"Elec- Commercial","Y",0,0,NA
"95232",3,2020,"Elec- Commercial","Y",0,0,NA
"95236",2,2020,"Elec- Commercial","Y",0,0,NA
"95237",1,2020,"Elec- Commercial","Y",0,0,NA
"95237",3,2020,"Elec- Commercial","Y",0,0,NA
"95240",2,2020,"Elec- Commercial","Y",415,1544801,3722
"95242",1,2020,"Elec- Commercial","N",171,984297,5756
"95242",3,2020,"Elec- Commercial","Y",241,977761,4057
"95245",2,2020,"Elec- Commercial","Y",0,0,NA
"95246",1,2020,"Elec- Commercial","Y",0,0,NA
"95246",3,2020,"Elec- Commercial","Y",0,0,NA
"95247",2,2020,"Elec- Commercial","Y",0,0,NA
"95249",1,2020,"Elec- Commercial","Y",310,1589101,5126
"95249",3,2020,"Elec- Commercial","Y",365,1568470,4297
"95251",2,2020,"Elec- Commercial","Y",0,0,NA
"95252",1,2020,"Elec- Commercial","N",241,963592,3998
"95252",3,2020,"Elec- Commercial","N",238,908721,3818
"95255",2,2020,"Elec- Commercial","Y",0,0,NA
"95257",1,2020,"Elec- Commercial","Y",0,0,NA
"95257",3,2020,"Elec- Commercial","Y",0,0,NA
"95258",2,2020,"Elec- Commercial","Y",0,0,NA
"95301",1,2020,"Elec- Commercial","Y",0,0,NA
"95301",3,2020,"Elec- Commercial","Y",0,0,NA
"95303",2,2020,"Elec- Commercial","Y",0,0,NA
"95304",1,2020,"Elec- Commercial","N",724,7041975,9726
"95304",3,2020,"Elec- Commercial","N",718,6231961,8680
"95306",2,2020,"Elec- Commercial","Y",0,0,NA
"95309",1,2020,"Elec- Commercial","Y",0,0,NA
"95309",3,2020,"Elec- Commercial","Y",0,0,NA
"95310",2,2020,"Elec- Commercial","Y",0,0,NA
"95311",1,2020,"Elec- Commercial","N",94,106522,1133
"95311",3,2020,"Elec- Commercial","N",94,105537,1123
"95313",2,2020,"Elec- Commercial","Y",0,0,NA
"95316",1,2020,"Elec- Commercial","Y",0,0,NA
"95316",3,2020,"Elec- Commercial","Y",0,0,NA
"95317",2,2020,"Elec- Commercial","Y",0,0,NA
"95318",1,2020,"Elec- Commercial","Y",0,0,NA
"95318",3,2020,"Elec- Commercial","Y",0,0,NA
"95320",2,2020,"Elec- Commercial","Y",923,2960370,3207
"95321",1,2020,"Elec- Commercial","Y",218,825696,3788
"95321",3,2020,"Elec- Commercial","Y",216,764434,3539
"95322",2,2020,"Elec- Commercial","Y",0,0,NA
"95325",1,2020,"Elec- Commercial","Y",0,0,NA
"95325",3,2020,"Elec- Commercial","Y",0,0,NA
"95327",2,2020,"Elec- Commercial","Y",0,0,NA
"95328",1,2020,"Elec- Commercial","Y",0,0,NA
"95328",3,2020,"Elec- Commercial","Y",0,0,NA
"95329",2,2020,"Elec- Commercial","Y",48,122039,2542
"95330",1,2020,"Elec- Commercial","Y",555,8660129,15604
"95330",3,2020,"Elec- Commercial","Y",552,8149647,14764
"95333",2,2020,"Elec- Commercial","Y",0,0,NA
"95334",1,2020,"Elec- Commercial","Y",0,0,NA
"95334",3,2020,"Elec- Commercial","Y",0,0,NA
"95335",2,2020,"Elec- Commercial","Y",0,0,NA
"95336",1,2020,"Elec- Commercial","N",1088,8554766,7863
"95336",3,2020,"Elec- Commercial","Y",2019,11083631,5490
"95337",2,2020,"Elec- Commercial","N",632,5285121,8363
"95338",1,2020,"Elec- Commercial","Y",518,1860821,3592
"95338",3,2020,"Elec- Commercial","Y",516,1658019,3213
"95340",2,2020,"Elec- Commercial","Y",1601,5247543,3278
"95341",1,2020,"Elec- Commercial","Y",0,0,NA
"95341",3,2020,"Elec- Commercial","Y",0,0,NA
"95345",2,2020,"Elec- Commercial","Y",0,0,NA
"95346",1,2020,"Elec- Commercial","N",60,141654,2361
"95346",3,2020,"Elec- Commercial","Y",0,0,NA
"95348",2,2020,"Elec- Commercial","Y",0,0,NA
"95356",1,2020,"Elec- Commercial","Y",0,0,NA
"95356",3,2020,"Elec- Commercial","Y",0,0,NA
"95357",2,2020,"Elec- Commercial","Y",0,0,NA
"95360",1,2020,"Elec- Commercial","Y",0,0,NA
"95360",3,2020,"Elec- Commercial","Y",0,0,NA
"95361",2,2020,"Elec- Commercial","Y",1047,3935993,3759
"95363",1,2020,"Elec- Commercial","Y",0,0,NA
"95363",3,2020,"Elec- Commercial","Y",0,0,NA
"95364",2,2020,"Elec- Commercial","Y",0,0,NA
"95365",1,2020,"Elec- Commercial","Y",0,0,NA
"95365",3,2020,"Elec- Commercial","Y",0,0,NA
"95366",2,2020,"Elec- Commercial","Y",0,0,NA
"95367",1,2020,"Elec- Commercial","Y",0,0,NA
"95367",3,2020,"Elec- Commercial","Y",0,0,NA
"95369",2,2020,"Elec- Commercial","Y",0,0,NA
"95370",1,2020,"Elec- Commercial","Y",2057,10208682,4963
"95370",3,2020,"Elec- Commercial","Y",2094,9101884,4347
"95372",2,2020,"Elec- Commercial","Y",0,0,NA
"95374",1,2020,"Elec- Commercial","Y",0,0,NA
"95374",3,2020,"Elec- Commercial","Y",0,0,NA
"95376",2,2020,"Elec- Commercial","N",1154,8386339,7267
"95377",1,2020,"Elec- Commercial","Y",370,4910294,13271
"95377",3,2020,"Elec- Commercial","Y",368,4400460,11958
"95379",2,2020,"Elec- Commercial","Y",0,0,NA
"95383",1,2020,"Elec- Commercial","N",152,420111,2764
"95383",3,2020,"Elec- Commercial","Y",229,556861,2432
"95385",2,2020,"Elec- Commercial","Y",0,0,NA
"95386",1,2020,"Elec- Commercial","Y",0,0,NA
"95386",3,2020,"Elec- Commercial","Y",0,0,NA
"95387",2,2020,"Elec- Commercial","N",76,308541,4060
"95388",1,2020,"Elec- Commercial","Y",0,0,NA
"95388",3,2020,"Elec- Commercial","Y",0,0,NA
"95389",2,2020,"Elec- Commercial","Y",0,0,NA
"95391",1,2020,"Elec- Commercial","Y",0,0,NA
"95391",3,2020,"Elec- Commercial","Y",0,0,NA
"95401",2,2020,"Elec- Commercial","N",1200,7425899,6188
"95403",1,2020,"Elec- Commercial","N",1666,13622303,8177
"95403",3,2020,"Elec- Commercial","N",1649,12752743,7734
"95404",2,2020,"Elec- Commercial","N",1454,4130625,2841
"95405",1,2020,"Elec- Commercial","N",549,3152333,5742
"95405",3,2020,"Elec- Commercial","N",542,2815893,5195
"95407",2,2020,"Elec- Commercial","N",1239,7458827,6020
"95409",1,2020,"Elec- Commercial","N",329,2043226,6210
"95409",3,2020,"Elec- Commercial","N",327,1781953,5449
"95410",2,2020,"Elec- Commercial","Y",110,283064,2573
"95412",1,2020,"Elec- Commercial","Y",0,0,NA
"95412",3,2020,"Elec- Commercial","Y",0,0,NA
"95415",2,2020,"Elec- Commercial","Y",0,0,NA
"95417",1,2020,"Elec- Commercial","Y",0,0,NA
"95417",3,2020,"Elec- Commercial","Y",0,0,NA
"95420",2,2020,"Elec- Commercial","Y",0,0,NA
"95421",1,2020,"Elec- Commercial","Y",0,0,NA
"95421",3,2020,"Elec- Commercial","Y",0,0,NA
"95422",2,2020,"Elec- Commercial","N",370,1941600,5248
"95423",1,2020,"Elec- Commercial","Y",253,857256,3388
"95423",3,2020,"Elec- Commercial","Y",0,0,NA
"95425",2,2020,"Elec- Commercial","Y",625,3286432,5258
"95426",1,2020,"Elec- Commercial","N",69,181446,2630
"95426",3,2020,"Elec- Commercial","N",70,173243,2475
"95427",2,2020,"Elec- Commercial","Y",0,0,NA
"95428",1,2020,"Elec- Commercial","Y",0,0,NA
"95428",3,2020,"Elec- Commercial","Y",0,0,NA
"95429",2,2020,"Elec- Commercial","Y",0,0,NA
"95432",1,2020,"Elec- Commercial","Y",0,0,NA
"95432",3,2020,"Elec- Commercial","N",28,54092,1932
"95436",2,2020,"Elec- Commercial","Y",0,0,NA
"95437",1,2020,"Elec- Commercial","N",711,3022413,4251
"95437",3,2020,"Elec- Commercial","N",712,2542886,3571
"95439",2,2020,"Elec- Commercial","N",48,70290,1464
"95441",1,2020,"Elec- Commercial","Y",0,0,NA
"95441",3,2020,"Elec- Commercial","Y",0,0,NA
"95442",2,2020,"Elec- Commercial","Y",288,878505,3050
"95443",1,2020,"Elec- Commercial","Y",0,0,NA
"95443",3,2020,"Elec- Commercial","Y",0,0,NA
"95444",2,2020,"Elec- Commercial","Y",0,0,NA
